"incidentid","statusid","flowstatusid","assignmentgroupid","summarydescription","incidentdescription","impactid","priorityid","categoryid","assignedusercode","opendate","closedate","startdate","solutiondescription","requesttypeid","calltypeid","solutionmethod","username","definitioncategoryid","definitioncategorypath"
1294579,"14",NULL,5768,"mail gönderimi","ektkei mailin müşterimize ulaştırılması hususunda yardımcı olabilir misiniz?","2","4",18271,"keskinme","2025-12-19 10:00:00.68","2025-12-19 10:57:55.457","2025-12-18 15:34:28.423","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","10","3","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","keskinme",NULL,NULL
1294576,"14",NULL,5768,"istisna talebi","ekli maili müşterimize göndermek için istisna talep ederiz.","2","4",18271,"keskinme","2025-12-19 09:53:47.693","2025-12-19 10:56:52.347","2025-12-18 15:27:44.097","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","10","3","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","keskinme",NULL,NULL
1294570,"14",NULL,5768,"Mail Gönderimi","Ekteki mailin tekrar gönderilmesini talep ederiz. İyi çalışmalar.","2","4",18271,"keskinme","2025-12-19 09:52:00.03","2025-12-19 09:53:35.457","2025-12-18 15:16:09.14","merhaba, gmail  adresine hassas veri gönderim yapılmak istediği görülmüştür, ilgili hassas veri gönderiminin BOA üzerinden gönderilmesi veya maskeli gönderilmesinin sağlamaması hakkında bilgi verebilir misiniz?
Bu şekilde gönderilemiyorsa müşteri talebine ait bir mail olduğunu ve müşterinin BOA üzerindeki kayıtlı mailinin ekran görüntüsünü divite eklemeniz mümkün müdür?","10","3","merhaba, gmail  adresine hassas veri gönderim yapılmak istediği görülmüştür, ilgili hassas veri gönderiminin BOA üzerinden gönderilmesi veya maskeli gönderilmesinin sağlamaması hakkında bilgi verebilir misiniz?
Bu şekilde gönderilemiyorsa müşteri talebine ait bir mail olduğunu ve müşterinin BOA üzerindeki kayıtlı mailinin ekran görüntüsünü divite eklemeniz mümkün müdür?","keskinme",NULL,NULL
1294556,"14",NULL,5768,"Mail istisna hk.","Merhaba,
Divitteki mail satıcıya ulaşmamıştır. Yardımcı olabilir misiniz?
Teşekkür ederim.","2","4",18271,"keskinme","2025-12-19 09:44:21.56","2025-12-19 09:47:53.17","2025-12-18 14:55:51.103","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","10","3","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","keskinme",NULL,NULL
1294518,"14",NULL,5768,"excel den cıktı alamama","merhaba ,

mutabakat yapacagım fakat temınet lıstelemeden cıkarmıs oldugum excel çıktısı alamamaktayım .yetkı tanımlaması için desteklerınızı rica ederim.","2","4",18271,"keskinme","2025-12-19 09:18:23.3","2025-12-19 09:44:04.173","2025-12-18 13:43:55.353","Yapılan değişikliklerin bilgisayarlarınıza yansıması için aşağıdaki linkte yer alan ""DLP Ajanı Nasıl Güncellenir?"" başlığındaki adımları uyguladıktan sonra işlemi yeniden yapmayı deneyebilirsiniz.
https://bilge.kuveytturk.com.tr/genel/24374-dlp-forcepoint-one-endpoint#dlp-ajani-nasil-guncellenir","10","3","Yapılan değişikliklerin bilgisayarlarınıza yansıması için aşağıdaki linkte yer alan ""DLP Ajanı Nasıl Güncellenir?"" başlığındaki adımları uyguladıktan sonra işlemi yeniden yapmayı deneyebilirsiniz.
https://bilge.kuveytturk.com.tr/genel/24374-dlp-forcepoint-one-endpoint#dlp-ajani-nasil-guncellenir","keskinme",NULL,NULL
1294551,"14",NULL,5768,"tares sistemi yükelme","merhaba,
tares sistemine sözlşeme yüklenirken hata alıyorum ilgil ekran için yetki erişimi önemle ric aolunur 
https://www.tares.org.tr/tasinirRehin/basvuru/yeniSozlesme.xhtml","2","4",18271,"keskinme","2025-12-18 15:12:53.933","2025-12-18 15:14:49.207","2025-12-18 14:50:10.94","Yapılan değişikliklerin bilgisayarlarınıza yansıması için aşağıdaki linkte yer alan ""DLP Ajanı Nasıl Güncellenir?"" başlığındaki adımları uyguladıktan sonra işlemi yeniden yapmayı deneyebilirsiniz.
https://bilge.kuveytturk.com.tr/genel/24374-dlp-forcepoint-one-endpoint#dlp-ajani-nasil-guncellenir","10","3","Yapılan değişikliklerin bilgisayarlarınıza yansıması için aşağıdaki linkte yer alan ""DLP Ajanı Nasıl Güncellenir?"" başlığındaki adımları uyguladıktan sonra işlemi yeniden yapmayı deneyebilirsiniz.
https://bilge.kuveytturk.com.tr/genel/24374-dlp-forcepoint-one-endpoint#dlp-ajani-nasil-guncellenir","keskinme",NULL,NULL
1294523,"14",NULL,5768,"Veri Koruma Sistemi İstisna Tanımlaması","RFI156350  başlıklı mailimiz Veri Koruma Sistemi'ne takılmıştır. Söz konusu dosya uyum kapsamında mubair bankamızın talep ettiği bilgileri içermektedir.  

Mailin Veri Koruma Sistemi İstisna Tanımlaması yapılarak gönderiminin sağlanması konusunda desteklerinizi rica ederiz.","2","4",18271,"keskinme","2025-12-18 15:11:27.417","2025-12-18 15:12:30.733","2025-12-18 13:51:23.797","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","10","3","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","keskinme",NULL,NULL
1294490,"14",NULL,5768,"Çok hassas verileri 2025-12-18 12:05:02 tarihinde CREDITECHT adresine Çok hassas verileri 2025-12-18 12:05:02 tarihinde CREDITECHT adresine göndermek istediniz.","Merhaba , bu ay içerisinde başlatılan ve müşterilerimizin finansal raporlarının girildiği CREDITECHT ekranından mizan yüklemeye çalışıyruz ancak veri güvenliğinden dolayı izin vermemektedir.

Mizanda Ibanlar ve hassas güvenliğe konu teşkil edecek herşey gizlenmiş veya silinmiştir. 
Kurumsal Mali Tahlil Kübra Hanım'da sürece dahil olmuş ilgili mizanı o da incelemiştir. Ancak yine bu durumu aşamadık .
Konu hakkında yardımlarınızı arz ediyoruz . Ben mizanın ilk halini ve son halini de divite ekliyorum .","2","4",18271,"keskinme","2025-12-18 15:06:01.293","2025-12-18 15:11:18.37","2025-12-18 12:13:50.26","merhaba, 43 adet TCKN verisi açık şekilde görünüyor incelemeniz mümkün müdür?","10","3","merhaba, 43 adet TCKN verisi açık şekilde görünüyor incelemeniz mümkün müdür?","keskinme",NULL,NULL
1293195,"14",NULL,5768,"İstisna tanımlama hk.","Merhabalar kolay gelsin 

görüntüdeki gönderdiğim maili müşterimizin sistemde kayıtlı e posta adresine göndermek istiyorum. İstisna tanımı hususunda desteklerinizi talep ediyorum.","2","4",18271,"keskinme","2025-12-18 14:27:32.57","2025-12-18 14:28:31.573","2025-12-15 11:06:17.633","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","10","3","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","keskinme",NULL,NULL
1294530,"14",NULL,5768,"avukatlara mail gönderimi","avukatlara mail gönderimi","2","4",18271,"keskinme","2025-12-18 14:26:33.513","2025-12-18 14:27:20.957","2025-12-18 14:05:48.67","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","10","3","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","keskinme",NULL,NULL
1294500,"14",NULL,5768,"Integration Servisi Güvenlik Açığı Hakkında Veri Talebi","Integration uygulamalarında tespit edilen güvenlik açıkları hakkında Ökkeş Bey'in talebi üzerinde rapor hazırlanması gerekmektedir. Bunun için canlı ortamda ekte bulunan scriptteki verilere ihtiyacımız bulunmaktadır.

Konunun detayları mail üzerinden de iletilmiş ve Resul Sezgin Albayrak Bey'in onayı alınmıştır. Mercek üzerinden de uygunluk verip talebi veri tabanı ekibine akarabilir misiniz?","2","4",18272,"keskinme","2025-12-18 14:23:15.02","2025-12-18 14:24:30.8","2025-12-18 12:28:10.803","merhaba, erişim talep ettiğiniz veritabanı+şema+nesne için rol bilgi eklenerek BOA Veri Erişim talebi ekranından talep oluşturabilirsiniz. Talebiniz bu akış üzerinden karşılanacaktır.","10","3","merhaba, erişim talep ettiğiniz veritabanı+şema+nesne için rol bilgi eklenerek BOA Veri Erişim talebi ekranından talep oluşturabilirsiniz. Talebiniz bu akış üzerinden karşılanacaktır.","keskinme",NULL,NULL
1294367,"14",NULL,5768,"mutabakatlar için","Merhaba yıllık mutabakatlar için sistemden veri çekiyorum ama güvenlik uyarısı alıyorum  yetki rica ediyorum","2","4",18271,"keskinme","2025-12-18 10:40:50.627","2025-12-18 10:43:14.617","2025-12-18 09:19:06.177","Yapılan değişikliklerin bilgisayarlarınıza yansıması için aşağıdaki linkte yer alan ""DLP Ajanı Nasıl Güncellenir?"" başlığındaki adımları uyguladıktan sonra işlemi yeniden yapmayı deneyebilirsiniz.
https://bilge.kuveytturk.com.tr/genel/24374-dlp-forcepoint-one-endpoint#dlp-ajani-nasil-guncellenir","10","3","Yapılan değişikliklerin bilgisayarlarınıza yansıması için aşağıdaki linkte yer alan ""DLP Ajanı Nasıl Güncellenir?"" başlığındaki adımları uyguladıktan sonra işlemi yeniden yapmayı deneyebilirsiniz.
https://bilge.kuveytturk.com.tr/genel/24374-dlp-forcepoint-one-endpoint#dlp-ajani-nasil-guncellenir","keskinme",NULL,NULL
1294479,"14",NULL,5768,"avukatlara mail gönderimi","MErhaba 
Bankamız anlaşmalı avukatlarına mail göndermek istiyoruz. Maili göönderimine ivedi uygunluk talep ediyoruz

Finans ve müşteri verilerini maskeleme yöntemi kullanılmadan 2025-12-18 11:51:54 tarihinde feyzullah.bicakcilar@mutlu.av.tr, erdem@mineerdem.com, bilgi@mineerdem.com, icratakip@mutlu.av.tr adresine göndermek istediniz. Bilgi güvenliği politikaları gereğince bu işlem engellenmiştir. Bu verileri akıştan çıkararak veya aşağıda belirtilen maskeleme yöntemini akışta bulunan veriler için uygulayarak veri gönderimi yapabilirsiniz.
• IBAN verisi için ilk ve son 4 rakam hariç olmak üzere TR11XXXXXXXXXXXXXXXXXX1111) diğer rakamları maskeleyiniz.
• TCKN verisi için ilk ve son 2 rakam hariç olmak üzere (11XXXXXXX11) diğer rakamları maskeleyiniz.
• Kart verisi için ise ilk 6 ve son 4 rakam hariç olmak üzere (1111 11XX XXXX 1111) diğer rakamları maskeleyiniz.
Bu verileri maskelemeden iş kapsamı ihtiyacından dolayı gönderilmesi gerekliyse BT Mercek Talep – Çağrı Oluştur ekranından “Yetki ve Erişim Talepleri > Veri Koruma Sistemi İstisna Tanımlama” kategorisinden çağrı oluşturabilirsiniz.

Kuveyt Türk Veri Güvenliği Ekibi","2","4",18271,"keskinme","2025-12-18 12:20:19.017","2025-12-18 12:21:13.91","2025-12-18 11:53:12.513","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","10","3","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","keskinme",NULL,NULL
1294477,"14",NULL,5768,"DLP Engeli","Merhaba,

Tradesoft Entegrasyonu projemiz kapsamında çalıştığımız ATP firmasına ilettiğim maillerde hata alıyorum. Özellikle ekte json vb. dosyalar varsa bu yaşanıyor. Burada istisna tanımlamamız mümkün müdür?","2","4",18271,"keskinme","2025-12-18 12:18:15.35","2025-12-18 12:20:06.393","2025-12-18 11:48:52.71","merhaba, son 7 güne ait hassas veri uyarınız görümemektedir, hassas veri ile ilgili mail olarak bildirim alıyor muydunuz?","10","3","merhaba, son 7 güne ait hassas veri uyarınız görümemektedir, hassas veri ile ilgili mail olarak bildirim alıyor muydunuz?","keskinme",NULL,NULL
1294448,"14",NULL,5768,"98646968 hakan tenekeci ekstre izin talebi hak.","Müşterimizin vize başvurusu için kaşe imzalı ekstreli talebi mevcuttur. İstisna tanımı hususunda bilgilerinizi arz ederiz.

98646968","2","4",18271,"keskinme","2025-12-18 12:14:29.743","2025-12-19 10:55:50.823","2025-12-18 11:09:50.207","Yapılan değişikliklerin bilgisayarlarınıza yansıması için aşağıdaki linkte yer alan ""DLP Ajanı Nasıl Güncellenir?"" başlığındaki adımları uyguladıktan sonra işlemi yeniden yapmayı deneyebilirsiniz.
https://bilge.kuveytturk.com.tr/genel/24374-dlp-forcepoint-one-endpoint#dlp-ajani-nasil-guncellenir","10","3","Yapılan değişikliklerin bilgisayarlarınıza yansıması için aşağıdaki linkte yer alan ""DLP Ajanı Nasıl Güncellenir?"" başlığındaki adımları uyguladıktan sonra işlemi yeniden yapmayı deneyebilirsiniz.
https://bilge.kuveytturk.com.tr/genel/24374-dlp-forcepoint-one-endpoint#dlp-ajani-nasil-guncellenir","keskinme",NULL,NULL
1294434,"14",NULL,5768,"fatura gönderimi hk.","emin.ceylan@hikmetgida.com.tr, secil.guler@kaanlar.com.tr adresine kaanlar firmasından gelen faturalardan hata aldıklarımızı geri göndereceğim desteklerinizi rica ederiz.","2","4",18271,"keskinme","2025-12-18 12:12:48.64","2025-12-18 12:14:21.57","2025-12-18 10:53:42.46","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","10","3","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","keskinme",NULL,NULL
1294353,"14",NULL,5768,"TCKN","Turkcell e mail g önderiyorum. veri güvenliğine takılıyor ivedi açmanızı rica ederim. GSM Hat kullanıcı bilgilerini göndermek zorundayız
kaan.gok@turkcell.com.tr","2","4",18271,"keskinme","2025-12-18 12:10:18.33","2025-12-18 12:12:37.9","2025-12-18 09:02:49.703","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","10","3","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","keskinme",NULL,NULL
1294428,"14",NULL,5768,"araç kredisi satıcı taahhüt yazısı hk","Merhaba,

91963438 müşterimizin araç kredisi için satıcı tarafından istenen tahhütname gönderilecektir. Acil desteklerinizi rica ederiz.","2","4",18271,"keskinme","2025-12-18 11:51:31.883","2025-12-18 11:54:59.143","2025-12-18 10:49:19.54","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","10","3","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","keskinme",NULL,NULL
1292740,"14",NULL,5768,"maaş listesi hk.","merhaba,
Müşteriden hatalı olarak gelen maaş exceli düzenlenmiş olup, aynı müşteriye tekrar geri iletmek istediğimizde hata almaktayız. İstisna tanımlaması noktasında desteğinizi rica ederiz.","2","4",18271,"scakici","2025-12-18 11:25:40.39","2025-12-18 11:38:58.597","2025-12-12 14:01:37.237","Mailiniz serbest bırakılmıştır. Tekrar göndermenize gerek yoktur.","10","3","Mailiniz serbest bırakılmıştır. Tekrar göndermenize gerek yoktur.","scakici",NULL,NULL
1294384,"14",NULL,5768,"araç garanti yazısı gönderimi","Merhaba, Müşterimiz için onaylanan araç kredisine ait garanti yazısının ilgili araç bayiisine ait mail adresine gönderilmesi gerekmektedir. Mail gönderimi bugün saat 09:26 da tarafımca yapılmış ve veri hassasiyetine takılmıştır. Konu hakkında acil desteğinizi rica ederiz.","2","4",18271,"keskinme","2025-12-18 10:43:23.853","2025-12-18 10:44:31.587","2025-12-18 09:25:10.027","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","10","3","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","keskinme",NULL,NULL
1294349,"14",NULL,5768,"Üreticiye Mail Gönderimi Hk.","Merhaba,

Dün Aruba TAC ile yaptığımız çalışma sonrası aldığımız log dosyasını Üreticiye mail olarak gönderemedik. Aşağıdaki mail adresi/adresleri için gerekli izinlerin verilmesi noktasında desteklerinizi rica ediyoruz.

aravazhi.senthilkumar@hpe.com
deepak.elumalai@hpe.com 
gsd_csc_case_mngmt@hpe.com 

teşekkürler, iyi çalışmalar.","2","4",18271,"keskinme","2025-12-18 10:38:13.233","2025-12-18 10:39:13.81","2025-12-18 08:58:24.437","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","10","3","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","keskinme",NULL,NULL
1294326,"14",NULL,5768,"mail göndderimi","Merhba,
'yusuf.celebi@iscihukuk.com mail adresine gönderim zyapamıyorum.Yardımlarınız rşca olunur.","2","4",18271,"keskinme","2025-12-18 10:37:08.363","2025-12-18 14:26:18.05","2025-12-18 08:08:02.717","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","10","3","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","keskinme",NULL,NULL
1294273,"14",NULL,5768,"Güvenlik gerekçesiyle gönderilemeyen mail hk.","Ekteki 2 adet mail, müşteri verisi içerdiği gerekçesiyle gönderilemedi. Gönderilmesi konusunda acil yardımlarınız rica olunur.","2","4",18271,"keskinme","2025-12-18 10:23:20.197","2025-12-18 10:27:33.337","2025-12-17 16:53:42.263","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","10","3","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","keskinme",NULL,NULL
1294269,"14",NULL,5768,"hesap no paylaşımı hk.","8335558 - İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ ile maaş ve promosyon anlaşması yapılmış olup, üniversite tarafından ödeme listeleri vs hazırlanması için çalışanların hesap no bilgisi talep edilmektedir. 
hesap listesi divite eklenmiş olup , ilgili mailin veri koruma sistemine takılmadan gönderilebilmesi için istisna tanımlanması husususunda yardımlarınızı talep ederiz.","2","4",18271,"keskinme","2025-12-18 10:22:13.837","2025-12-18 10:23:03.143","2025-12-17 16:50:12.66","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","10","3","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","keskinme",NULL,NULL
1294200,"14",NULL,5768,"ekteki mail için istisna tanımlanmasını rica ederim","ekteki mail için istisna tanımlanmasını rica ederim","2","4",18271,"keskinme","2025-12-18 10:20:51.93","2025-12-18 10:22:03.607","2025-12-17 14:54:03.537","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","10","3","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","keskinme",NULL,NULL
1294122,"14",NULL,5768,"Veri Koruma hak.","Merhaba
pisik@dogusoto.com adresine gönderilen belge kredi onay yazısıdır.Serbest bırakılması konusunda yardımlarınızı talep ederim.","2","4",18271,"keskinme","2025-12-18 10:06:04.413","2025-12-18 10:16:21.697","2025-12-17 14:18:06.987","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","10","3","Merhaba, açıklamaya istinaden mailiniz serbest bırakılmıştır/karşı tarafa gönderilmiştir. Konu ile ilgili ek bir aksiyon almanıza gerek bulunmamaktadır(tekrar maili göndermeye çalışmanıza gerek bulunmamaktadır). Mailin teslim edilmesi ile ilgili karşı taraftan teyit alabilirsiniz. İyi çalışmalar.","keskinme",NULL,NULL
